,VIOLATION_ID,VIOLATION_DESC,Unnamed: 14
656,729,RUSTED AND DEFECTIVE GUTTERS DOWNSPOUTS,
657,-,N,
658,730,"UNDERPINNING, HATCHWAY, EXTERIOR DOORS",
659,-,N,
660,731,PAINT EXTERIOR,
661,-,N,
662,732,EXTERIOR PAINT,
663,-,N,
664,733,"DAMAGED INTERIOR WALLS, CEILINGS, FLOORS",
665,-,N,
666,734,CLEAN FINISH FOR ALL WALLS CEILINGS DOOR,
667,-,N,
668,735,"BROKEN, LOOSE AND MISSING PLASTER",
669,-,N,
670,736,CEILING: LOOSE AND MISSING,
671,-,N,
672,737,"ROTTED, MISSING OR DEFECTIVE FLOORING",
673,-,N,
674,738,RAISE AND LEVEL FLOORS,
675,-,N,
676,739,SAND AND REFINISH FLOOR SURFACES,
677,-,N,
678,740,FLOOR COVERING,
679,-,N,
680,741,HANDRAILS,
681,-,N,
682,742,BANISTER SECURING HANDRAIL,
683,-,N,
684,743,BROKEN AND WOOD STAIR TREADS,
685,-,N,
686,744,DAMAGED INTERIOR DOOR,
687,-,N,
688,745,MISSING HARDWARE,
689,-,N,
690,746,OVERHAUL FRAME,
691,-,N,
692,747,"RODENTS, INFESTATION AND VERMIN",
693,-,N,
694,748,REGULATION GARBAGE CONTAINER,
695,-,N,
696,749,YARD AREA,
697,-,N,
698,750,"REPAIR FENCES, SHEDS, GARAGES",
699,-,N,
700,751,"REMOVE DILAPIDATED FENCES, SHED, GARAGE",
701,-,N,
702,752,REMOVE JUNK,
703,-,N,
704,753,REMOVE COMBUSTIBLE MATERIAL,
705,-,N,
706,754,FAILURE TO REPAIR,
707,"human occupation or use, upon failure or refusal to comply with a notice to repair, alter, improve, vacate and close,",,
708,"remove or demolish, such dwelling or structure, shall be guilty of a misdemeanor and subject to the penalties prescribed in this code.  16.24.660",N,
709,755,PROHIBITED SIGN - HARMFUL,
710,756,APPROVED GARBAGE & TRASH CONTAINERS,
711,757,ACCUMUALTION OF GARBAGE & TRASH,
712,758,"ACCUMUALTION OF LUMBER, BOXES, BARRELS",
713,759,STAGNANT WATER COLLECTION,
714,760,"DIRT, FILTH, RUBBISH & GARBAGE",
715,761,VERMIN AND RODENT INFESTATION,
716,762,EXCESS VEGETATION,
717,763,CLEAN AMINAL AREAS,
718,764,SEWAGE ON GROUND,
719,765,IMPROPER MAINT SEWAGE DISPOSAL SYSTEM,
720,766,FAULTY PLUMBING,
721,767,RAT HARBORAGE GARBAGE,
722,768,JUNK TRASH RAT HARBORAGE,
723,769,STAGNANT WATER,
724,770,VERMIN,
725,771,VEGETATION VIOLATION,
726,772,STRP Permit Required,
727,773,Excess Bedrooms,
728,774,Owner Occupied Permit Violation,
729,775,Signage Prohibited,
730,776,Excessive Noise / Waste,
731,777,"RV - Campers, Buses Prohibited",
732,778,Food Provided Prohibited,
733,779,Excess Occupancy,
734,780,Occupancy Time Limits,
735,781,Sales without a permit,
736,782,Off Sale - consume on or near premises,
737,783,On sale required for on premise consume,
738,784,Caterer Permit,
739,785,Special Event - sales on premises,
740,786,Owners convict beer laws moral turpitude,
741,787,Owners incarcerated moral turpitude,
742,788,Supplemental Application Information,
743,789,False statement on application,
744,790,Payment of Privilege Tax,
745,791,BB public place,
746,792,BB invoices and memos,
747,793,BB permit display,
748,794,BB Off Sale permit display,
749,795,BB permit address displayed,
750,796,On sale permit issuance requirements,
751,797,Caterer Advanced Notice of events,
752,798,Caterer location revoked on sale permit,
753,799,Caterer in 100 feet of church or school,
754,800,Liquor sales to under 21,
755,801,BB prohibited drugs on premises,
756,802,BB beverage in excess of 8 percent,
757,803,BB possession under 21,
758,804,BB Employ any person convicted,
759,805,BB Employ any person released,
760,806,BB sell to under 21 years,
761,807,BB sell between 3am-6am,
762,808,BB under 18 loiter,
763,809,BB false statement application,
764,810,BB operate disorderly place,
765,811,BB unlawful passing to minor,
766,812,BB sell for passing to minor,
767,813,BB disorderly conduct,
768,814,BB unauthorized transfer,
769,815,BB sale to intoxicated,
770,816,BB intoxicated loiter,
771,817,BB delivery 11pm-3am,
772,818,BB unauthorized storage,
773,819,BB no sale using food stamps,
774,820,BB gambling or gambling device,
775,821,BB solicitation prostitution,
776,822,BB criminal activity,
777,823,"Detriment public health, safety, morals",
778,824,"Unlawful transport, sell, etc. beer",
779,825,BB wholesaler sales restriction,
780,826,BB purchase unauthorized wholesaler,
781,827,BB retail sales and storage location,
782,828,BB delivery location,
783,829,BB unauthorized resale redelivery,
784,830,BB resale from unauthorized wholesale,
785,831,BB beer permit not returned,
786,832,BB single location,
787,833,BB operating name on application,
788,834,BB cannot transfer to another owner,
789,835,BB same building multiple business,
790,836,BB on and off sales permit,
791,837,BB caterer permit each site,
792,838,BB hotel motel locked in-room,
793,839,BB hotel motel minors,
794,840,BB WMD multiple locations,
795,841,BB WMD contiguous locations,
796,842,BB WMD transport,
797,843,Permit suspension and revocation,
798,844,BB improper attire employ sales,
799,845,BB improper attire employ,
800,846,BB encourage improper touch,
801,847,Devices which simulate improper attire,
802,848,BB Simulation of sexual activity,
803,849,18 inches above and 6 feet from patron,
804,850,BB devices wich simulate sexual activity,
805,851,BB publicly expose genitals or anus,
806,852,"Film, pics, reproductions depicting acts",
807,853,Not Manufacturer and Wholesale Retail,
808,854,Not Wholesale and Manufacturer Retail,
809,855,Operating without county city permit,
810,856,Permits to citizen legal resident,
811,857,Permit to business owner,
812,858,Cannot transfer ownership,
813,859,Permit for single location only,
814,860,Business Name same as Permit Name,
815,861,Two businesses one location one permit,
816,862,On Sale Off Sale one permit,
817,863,Return within 15 days of termination,
818,864,"No valid cert to sell, dist, manufacture",
819,865,Resale cert not displayed distributed,
820,866,"Sales near schools, churches",
821,867,No sales to minors,
822,868,Law violations by owners in past 10 yrs,
823,869,Employee law violations in past 10 yrs,
824,870,Onsale permit for on premise consumption,
825,871,False statement on application,
826,872,Hotel motel locked in room units,
827,873,Hotel motel no under 21 get keys,
828,874,Bond required,
829,875,Bond rider required,
830,876,Bond revocation,
831,877,Homemade Beer Compensation,
832,878,Homemade Beer Sales,
833,879,Homemade Beer exceed gallon limit,
834,880,Homemade Beer not identified as homemade,
835,881,Homemade Beer Exhibition,
836,882,Homemade Beer Contests,
837,883,Homemade Beer Contest Fees,
838,884,Homemade Beer Storage on permitted site,
839,885,Flavored Beer labeling,
840,886,Indicating flavored beer product,
841,887,Purchase from unauthorized seller,
842,888,Invoice and memoranda keeping,
843,889,Documentation kept for 2 years,
844,890,Failure to permit inspection,
845,891,State law requires ID for sale of beer,
846,892,Sales between 12-6,
847,893,Minors loitering,
848,894,Vendor under 21 sign posted,
849,895,Only 1 outdoor sign,
850,896,Beer stored at other address,
851,897,Wholesaler transfer written notice,
852,898,Wholesale transfer without approval,
853,899,Supplier coerce wholesaler agreement,
854,900,Supplier coerce delivery,
855,901,Supplier withhold delivery,
856,902,Supplier cannot require brand sales,
857,903,Suppler require conditions or limits,
858,904,Suppler require financial information,
859,905,Supplier require advertising,
860,906,Supplier require termination,
861,907,Supplier retailatory action,
862,908,Supplier threaten cancel credit,
863,909,Wholesaler written notice,
864,910,Wholesaler transfer supplier consent,
865,911,Written consent required,
866,912,Wholesaler transfer to felony conviction,
867,913,Wholesale transfer to revoked suspended,
868,914,Wholesaler transfer bankruptcy,
869,915,Wholesaler previous agreement cancelled,
870,916,Supplier unreasonable delay transfer,
871,917,Supplier delay consent to transfer,
872,918,Responsbile Vendor clerk serve minor,
873,919,Revoke Responsible Vendor,
874,920,Revoke Res Vendor 2 violations 12 months,
875,927,Failure to pay,
876,928,Failure to pay,
877,929,Possession of Contraband,
878,930,Dist exempt not meet reqmts,
879,931,Application false statement,
880,932,Draft Beer Keg,
881,933,Distance,
882,934,Distance,
883,935,Post laws and regulations,
884,936,Temp License Allowed,
885,937,Commercially sealed containers,
886,938,"Under 18 transport, sell, dispense",
887,939,No drive-through service,
888,940,Special Event bonafide charity political,
889,941,All owners and partners,
890,942,No delivery,
891,943,Permittee responsible,
892,944,Lease or Ownership required,
893,945,All applicants over 21,
894,946,Ascertaining age,
895,"4.    A valid identification card showing a recent photograph, issued by any agency of the State or County for the purpose of identification.",N,
896,947,Special Event Approvals,
897,A.   Department of Health,,
898,B.   Fire Marshal Approval,,
899,C.   Certificate of Registration or Tax Exempt Letter from Charity or Non-profit        organizations ,,
900,"D.  Letter from charitable organization (only if event is held on public property and applicant is not a charity, non-profit or political organization – see Rule 8)  ",,
901,"E.   Letter of permission to use the Property  (From property owner, Parks Department, Public Works, etc.)",,
902,F.   Present verifiable proof of proper security.,N,
903,948,Payment Types Accepted,
904,949,Crimes of moral turpitude,
905,"Premeditated murder, all sex related crimes, selling of Schedule 1 and 2 controlled substances illegally, and fraud and/or embezzlement.  For purposes of this Rule, the Board recognizes the identification of Schedule 1 and 2 substances as defined by Tennessee Code Annotated sections 39-17-406 and 39-6-408, respectively.",N,
906,950,Health Department,
907,951,Fire Marshal,
908,Failure to provide documents verifying Fire Marshal’s approval may result in automatic deferral of applications until said document has been provided by the applicant.  It is the responsibility of the applicant to ensure that documents verifying metropolitan Fire Marshal’s approval are provided to the Metropolitan Beer Permit Board administrative offices.,N,
909,952,Surrender permits,
910,953,Complaints filed in writing,
911,954,Old or New Location,
912,955,Applications 10 days prior,
913,All applications for beer permits must be filed at the office of the Metropolitan Beer Board at least ten (10) business days prior to the date of hearing by the Board.,,
914,"This amended rule supersedes and replaces the Rule 26 that was adopted on March 24, 1992, Rule 7 that was adopted on July 26, 1988, and the rule that was adopted on June 24, 1992.",N,
915,956,Cannot surrender to avoid penalties,
916,957,Cannot temporary permits with complaints,
917,"However, in the event of a complete change in ownership, when the former owner has relinquished all of his interest in the location at issue, a temporary permit may be granted to the new owner of a location if no violation is pending against him and if he meets all the requirements for obtaining a permit.",N,
918,959,Grandfathered,
919,"Any business grandfathered under either of the foregoing shall continue to be grandfathered so long as a beer permit remains 'in effect without a lapse of more than three hundred sixty-five (365) days, even if there is a change of ownership. The period without a permit (lapse) is counted as follows: the first day counted is the day after expiration of the prior permit and the last day counted is the day that the application for a new annual permit is filed.",,
920,"2. The distance requirements do not apply to a retailer on-premises (on sale) permit that is: (1) for an establishment that is located in an MUL zoning district, as determined by Codes Administration, (2) that is obtained prior to April 30, 1993, and (3) that is for an establishment for which more than fifty percent (50%) of the gross sales are derived from the sale of food, excluding sales of alcoholic beverages. A retailer on-premises permit that is exempt from the distance requirements in accordance with the foregoing remains exempt so long as it remains in effect without a lapse of more than three hundred sixty five (365) days",N,
921,960,Expanded premises,
922,961,Caterer Permits,
923,962,Standard penalties,
924,"These provisions shall apply unless the permit holder is a responsible vendor as recognized pursuant to MCL § 7.08.110 or unless otherwise provided by law. If the permit holder was, at the time of the sale, a responsible vendor, the board shall not suspend or revoke the permit of the responsible vendor, but may impose a civil penalty not to exceed $1000 in lieu of any suspension that would have been imposed but for the permit holder being a responsible vendor.",N,
925,963,Past violations considered,
926,964,LLC equals corporation,
927,965,No motions for reconsideration,
928,966,Special Event Permits,
929,967,Suspension Rules,
930,968,Deny permit after 6 months,
931,"A grant and delay will be valid for 90 days.  After the expiration of 90 days, the approval expires and the applicant must request in writing to be put back onto the Beer Permit Board agenda.",N,
932,969,No permit issued with complaints,
933,970,Sports Authority Facilities,
