,VIOLATION_ID,ORG_ID,VIOLATION_TYPE,VIOLATION_DESC,VIOLATION_TEXT,REMEDIAL_TEXT,TABLE_NAME,EXPIRED_FLAG,DATE_EXPIRED,CREATED_BY,DATE_CREATED,MODIFIED_BY,DATE_MODIFIED,FEE_SETUP_ID,Unnamed: 14,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,master_category
139,141,1,OPSTDB,exterior prop area – open stor – debris,"Section 16.24.330 (B) – Open Storage (Debris): It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of debris, including but not limited to weeds, dead trees, trash, rubbish, garbage, etc., or similar items.",CAAH_OPST_DEB,,N,,1.0,2014-07-09 08:03:52.640000,,,,,prop,,,,,,,,trash,,,,proptrash
140,142,1,OPSTJTD,exterior prop area – open storage – jtd,"Section 16.24.330 (B) – Open Storage (Junk, Trash, and Debris): It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of appliances; building materials, including glass, brick, stone, wood, or metal; rubbish, tires; automotive parts; or debris, including but not limited to weeds, dead trees, trash, rubbish, garbage, etc., or similar items.",CAAH_OPST_JTD,,N,,1.0,2014-07-09 08:03:52.640000,,,,,prop,,,,,,,,,,,,prop
141,143,1,OPSTVEH,exterior prop area – open storage - veh,"Section 16.24.330 (B) – Open Storage (Vehicles): It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of any inoperable, unlicensed, or unregistered motor vehicle and/or tires and automotive parts.",CAAH_OPST_VEH,,N,,1.0,2014-07-09 08:03:52.640000,,,,,prop,,,,,,,,,,,,prop
142,144,1,PAVINGPARK,paving permanent parking areas,"Section 17.20.070 (G) - Paving: Permanent parking areas containing five or more spaces shall be surfaced with asphalt or concrete, or other hard-surfaced dustless materials, and shall be constructed to provide adequate drainage. ",CAAZ_PAVING_PARK,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,vehicle,,,,,vehicle
143,145,1,PERMITREQ,building and zoning permit required,Section 17.40.520 - Zoning Permit Required: An application for a zoning permit must be filed with the zoning administrator prior to any person commencing any construction or alteration of a structure or initiating a change in the use of the property.,CAAZ_PERMIT_BLD_REQ,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
144,146,1,PLUMDWLUT,plumbing – dwelling units,"Section 16.24.410 (A) - Plumbing (Dwelling Units) Every dwelling unit shall contain a bathtub or shower, lavatory, water closet, and kitchen sink which shall be maintained in a sanitary, safe working condition. The lavatory shall be placed in the same room as the water closet or be located in close proximity to the door leading directly into the room in which such water closet is located. A kitchen sink shall not be used as a substitute for the required lavatory.",CAAP_PLUM_DWLUT,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
145,147,1,PLUMEMFAC,plumbing – employee facilities,"Section 16.24.410 (D) - Plumbing (Employee Facilities) A minimum of one water closet, one lavatory, and one drinking facility shall be available to employees. Drinking facilities shall be a drinking fountain, water cooler, bottled water cooler, or disposable cups next to a sink or water dispenser. Drinking facilities shall not be located in toilet rooms or bathrooms.",CAAP_PLUM_EMFAC,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
146,148,1,PLUMFIXCL,plumbing systems – fixture clearance,Section 16.24.430 (B) - Plumbing Systems (Fixtures) All plumbing fixtures shall have adequate clearances for usage and cleaning.,CAAP_PLUM_FIXCL,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
147,149,1,PLUMGENREQ,plumbing systems – general requirements,"Section 16.24.430 (A) - Plumbing Systems (General) All plumbing fixtures shall be properly installed and maintained in working order, shall be kept free from obstructions, leaks and defects, and shall be capable of performing the function for which such plumbing fixtures are designed. All plumbing fixtures shall be maintained in a safe, sanitary and functional condition.",CAAP_PLUM_GENREQ,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
148,150,1,PLUMHOTEL,plumbing – hotel,"Section 16.24.410 (C) - Plumbing (Hotel) Where private water closets, lavatories, and baths or showers are not provided, one water closet, one lavatory, and one bathtub or shower having access from a public hallway shall be provided for each ten occupants of any hotel.",CAAP_PLUM_HOTEL,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
149,151,1,PLUMRMHSE,plumbing – rooming houses,"Section 16.24.410 (B) - Plumbing (Rooming Houses) At least one water closet, lavatory, and bathtub or shower shall be supplied for each four rooming units in a rooming house.",CAAP_PLUM_RMHSE,,N,,1.0,2014-07-09 08:03:52.640000,,,,,prop,water,,,,,,,,,,,propwater
150,152,1,PLUMSYSHAZ,plumbing systems – system hazards,"Section 16.24.430 (C) - Plumbing Systems (Hazards) Where it is found that a plumbing fixture or system in a building, structure, or premises constitutes a hazard to the occupants or the building, structure, or premises by reason of inadequate service, inadequate venting, cross connection, back siphonage, improper installation, deterioration, damage, or for similar reasons, the director shall require the defects to be corrected to eliminate the hazard.",CAAP_PLUM_SYSHAZ,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
151,153,1,QUARHOLE,nuisance declared - holes,"Section 10.52.020 - Nuisance declared when: Holes, ponds, ditches and other depressions created by the mining, quarrying or digging operations by means of which rock, gravel, clay or other commercial products of the ground are obtained therefrom, which are left open and accessible to human beings who may receive injuries by reason thereof, are declared to be a nuisance.",CAAZ_CAR_ROW,,N,,1.0,2014-07-09 08:03:52.640000,,,,,prop,,,,,,,,,,,,prop
152,154,1,RESPMAINT,failure to maintain bldgs or structures,"Section 16.24.310 – Responsibility: The owner of the premises shall fully maintain the buildings, structures and premises in compliance with the requirements of Metro Codes chapter 16.24. An owner shall not occupy or permit another person to occupy a building, structure, or premises which is not in a safe, clean, and sanitary.",CAAH_RESP_MAINT,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
153,155,1,RESUESECRS,security residence,"Section 17.16.030 (C) - Security Residence: Residence fails to meet the requirements for a security residence because  occupancy requirement not met,  residence not above or in the same building as business or  residence is being rented.",CAAZ_REUSE_SECRES,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
154,156,1,RESUSECON,consignment sale,Section 17.16.030 (A) - Consignment Sale: Accessory use of residential property (consignment sale) not allowed because  minimum lot size requirement not met (3 acres) and or  only two events are allowed per calendar year.,CAAZ_RESUSE_CONSIGN,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
155,157,1,RODACCGAR,accumulation of garbage,"Section 10.32.130 - Accumulation of garbage: It is unlawful for any person to place, leave, dump or permit to accumulate any garbage, rubbish or trash in any building or premises so that same shall or may afford food or harborage for rats.",CAMCL_HSAN_STD,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,trash,,,,trash
156,158,1,RODSTOGAR,storage and disposal of garbage,"Section 10.32.120 - Storage and disposal of garbage: All garbage or refuse consisting of waste animal or vegetable matter upon which rats may feed and all small dead animals shall be placed and stored, until collected, in covered metal containers of a type prescribed by the department of public works. It is unlawful for any person to dump or place on any premises, land or waterway any dead animals or waste vegetable or animal matter of any kind.",CAMCL_ROD_ACCGAR,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,trash,,,,trash
157,159,1,RUBDISGAR,rubbish and garbage – disposal  garbage,Section 16.24.360 (C) - Disposal of Garbage. Every occupant of a building or structure shall dispose of garbage in a clean and sanitary manner by placing such garbage in an approved garbage disposal facility or in approved garbage containers.,CAAH_RUB_DISGAR,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,trash,,,,trash
158,160,1,RUBGARCON,rubbish and garbage – containers,"Section 16.24.360 (E) - Containers. The operator of every establishment producing garbage shall provide, approved leak proof containers with close-fitting covers for the storage of such materials, and shall cause said containers to be utilized at all times. All rubbish and garbage storage facilities and containers shall be provided and handled in such manner as may be prescribed by the rules and regulations of the department of public works and the metropolitan health department.",CAAH_RUB_GARCON,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,trash,,,,trash
159,161,1,RUBGARD,rubbish and garbage – disposal rubbish,Section 16.24.360 (A) - Disposal of Rubbish. Every owner or occupant of a structure shall dispose of all rubbish in a clean and sanitary manner by placing such rubbish in approved containers.,CAAH_RUB_GARD,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,trash,,,,trash
160,162,1,RUBGARFAC,rubbish and garbage – garbage facilities,"Section 16.24.360 (D) - Garbage Facilities. The owner of every dwelling shall supply one of the following: An approved mechanical food waste grinder in each dwelling unit; an approved incinerator unit in the structure available to the occupants in each dwelling unit; or an approved leak-proof, covered, outside garbage container accessible and sufficient in capacity to serve each dwelling unit.",CAAH_RUB_GARFAC,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,trash,,,,trash
161,163,1,RUBGARSTOR,rubbish and garbage – rubbish storage,Section 16.24.360 (B) - Rubbish Storage Facilities. The owner of every occupied premises shall supply approved covered containers for rubbish and shall be responsible for the clean and sanitary removal and disposal of all rubbish.,CAAH_RUB_GARSTOR,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,trash,,,,trash
162,164,1,SANDRAINMT,sanitary drainage system – maintenance,"Section 16.24.450 (B) - Sanitary Drainage (Maintenance) Every plumbing stack, vent, and waste and sewer line shall function properly and be kept free from obstructions, leaks, and defects.",CAAP_SAN_DRAIN_MAINT,,N,,1.0,2014-07-09 08:03:52.640000,,,,,prop,water,,,,,,,,,,,propwater
163,165,1,SANDRAINSY,sanitary drainage system – general,Section 16.24.450 (A) - Sanitary Drainage (General) All plumbing fixtures shall be properly connected to either a public sewer system or to an approved private sewage disposal system.,CAAP_SAN_DRAIN_SYS,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
164,166,1,SCHBUS,school buses,"Section 16.24.330 (K) (8) - School Buses: On any property containing a single-family or two-family home, one school bus may be parked or stored on the property, provided the driver of the bus resides on the premises and the bus is operated by a private or public K-12 school or school system in Davidson County. No more than one school bus may be parked or stored on the property, regardless of the number of bus drivers residing on the premises.",CAAH_SCH_BUS,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
165,167,1,SEWCONCT,connect to public sewer,Section 15.40.040 - Connection Required: Any persons owning improved parcels contiguous to public rights-of-way and/or public utility easements containing public sanitary sewers shall make connection to the public infrastructure in accordance with the department's current specifications and sewer acceptability policy.,CAMCL_SEW_CONCTP,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
166,168,1,SEWCONPER,private connections permitted,"Section 15.72.020(B) - Private connections permitted: In the event any building or premises fails to connect with an available public sewer and the malfunctioning or inadequacy of the private sewage disposal system serving such building or premises gives rise to an unsanitary condition, threatening or causing a nuisance, the chief medical director or authorized personnel of the department of health shall serve written notice upon the owner, occupant or agent of the owner, of the building or premises, requiring a connection to the public sewer within a specified period of time, which shall reasonably take into consideration the circumstances of such owner, occupant or agent, but which shall primarily reflect the public health exigencies involved. Such connection shall be at the expense of the owner, occupant or agent. ",CAMCL_SEW_SEPTK,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
167,169,1,SEWRNOFWTR,runoff in body of water,"Section 15.72.070 - discharge of waste into a body of water: It is unlawful for any person to dispose of human waste, household waste, business waste or industrial waste, or to pipe or transmit sewage or effluent from any septic tank or other sewer system of any type into any stream, river, lake, pond, marsh, watercourse, waterway, well, cave, sinkhole, open ditch, spring, irrigation or drainage system, or any body or accumulation of water, surface or underground, natural or artificial, public or private, without having first obtained a permit issued by the metropolitan board of health. The board of health is authorized to promulgate such rules and regulations pertaining to the issuance of such permit as it deems necessary to insure that the health of the residents of the metropolitan government is protected.",CAAB_STOP_WORK,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
168,170,1,SEWRUNOFF,runoff of contents unlawful,"Section 15.72.060 - Runoff of contents unlawful: It is unlawful for any person to draw off or allow to run on any ground, street or alley in the metropolitan government area the contents or any part thereof of any vault, privy, cesspool or place where animals or fowl are kept. Any person so offending or failing to comply with this section after seventy-two hours' notice from the department of health to abate the same shall be deemed guilty of a violation of this code.",CAMCL_SEW_RNOFWTR,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
169,171,1,SEWSEPTK,septic tank - sewage on ground,"Section 15.72.040 - Septic tanks (exposed sewage): Whenever such septic tanks, drainage or disposal fields are found to be in an unsanitary condition and to constitute a public health nuisance, the same shall be condemned upon action by the chief medical director, and the owner, occupant or agent shall put such premises in a sanitary condition and abate such nuisance within the time stated upon the written notice served upon him by the chief medical director or his authorized representative.",CAMCL_SEW_RUNOFF,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
170,172,1,SGNPRHBPOR,prohibited sign - portable sign,Section 17.32.050 (S) - Portable Signs: Portable signs as defined by this title [are prohibited].,CAAZ_SGN_PROHBPORT,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
171,173,1,SGNPROBLK,prohibited signs - blank,Section 17.32.050 (M) - Prohibited Signs (Blank): Blank on-premises temporary signs [are prohibited].,CAAZ_SGN_PROHBBLK,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
172,174,1,SIGH25,signs – greater than 25 percent,"Section 17.32.040 (M) – Temporary Signs and Displays: Temporary merchandise displays and signs behind storefront windows which are not affixed permanently to the glass, nor intended for permanent display, and non-illuminated, provided that such temporary signs do not cover more than twenty-five percent of the total surface area of the storefront window. ",CAAZ_SIGN_25PERCENT,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
173,175,1,SIGNABAN,abandoned signs,Section 17.40-510 (D) - Abandoned Signs - [Signs identified by] the zoning administrator as abandoned. The sign must be removed from the premises. ,CAAZ_SIGN_ABAN,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,dumping,,illegal_business_operations,,,,,,,dumpingillegal_business_operations
174,176,1,SIGNDILAP,dilapidated signs,"Section 17.40.510 (C) - Dilapidated Signs - All signs regulated by this title, together with their supports, braces, guys and anchors shall be mainteind in good repair. ",CAAZ_SIGN_DILAP,,N,,1.0,2014-07-09 08:03:52.640000,,,,,prop,,,,,illegal_business_operations,,,,,,,propillegal_business_operations
175,177,1,SIGNHARM,prohibited sign - harmful,Section 17.32.050 (R ) - Prohibited Signs (Harmful): signs displaying copy that is harmful to minors as defined by this title. ,CAZZ_SGN_PROHBHARM,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
176,178,1,SIGNIPLS,signs – prohibited placement –bus,"Section 17.32.050 (E) - Prohibited Signs: Signs placed upon bus benches, bus shelters, or waste receptacles [are prohibited].",CAAZ_SIGN_IPLS,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
177,179,1,SIGNIPPP,signs – prohibited placement – public,Section 17.32.050 (F) - Prohibited Signs: Signs erected on public property (such as private utility poles) located on public property [are prohibited].,CAAZ_SIGN_IPPP,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
178,180,1,SIGNMAINT,sign maintenance ,Section 17.32.020 (B) (3) - Maintenance: All signs shall be maintained in good surface and structural condition and in compliance with all building and electrical codes. ,CAAZ_SIGN_MAINT,,N,,1.0,2014-07-09 08:03:52.640000,,,,,prop,,,,,,,,,,,,prop
179,181,1,SIGNMAT,sign material,Section 17.32.020 (B) (2) - Permanency Required: All signs shall be constructed of permanent materials and shall be permanently affixed to the ground or building.,CAAZ_SIGN_MAT,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
180,182,1,SIGNMOTION,electronic sign (led) display motion,"Section 17.32.050 (G) (3) - Prohibited Signs: Sign display areas with varying light illumination and/or intensity, blinking, bursting, dissolving, distorting, fading, flashing, oscillating, rotating, scrolling, sequencing, shimmering, sparkling, streaming, traveling, tracing, twinkling, simulated movement, or convey the illusion of movement. ",CAAZ_SIGN_MOTION,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
181,183,1,SIGNPERMIT,sign permit required,"Section 17.40.520 – Illegal Signs – Permit Required: Signs constructed, erected, or altered without a permit as required by Article XI of the Zoning Code or by the provisions of prior regulations shall be illegal. ",CAAZ_SIGN_PERMIT_REQ,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
182,184,1,SIGNPROHB,prohibited signs,"Section 17.32.050 - Prohibited Signs: It is unlawful to erect, cause to be erected, maintain or cause to be maintained, any sign not expressly authorized by, or exempted from, this title. ",CAAZ_SIGN_PROHB,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
183,185,1,SIGNPROHH,signs – prohibited – handheld,Section 17.32.040 (G) - Hand Carried Signs: Signs carried by a person when the person does receive financial compensation [is prohibited].,CAAZ_SIGN_HNDHLD,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
184,186,1,SIGNTIMING,electronic sign (led) display timing,"Section 17.32.050(G) (1) - Prohibited Signs: Signs with any copy, graphics, or digital displays that change messages by electronic or mechanical means, where the copy, graphics, or digital display does not remain fixed, static, motionless, and non-flashing for a period of eight seconds with all copy changes occurring instantaneously without any special effects.",CAAZ_SIGN_TIMING,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
185,187,1,SIGNUNSILL,unsafe or illegal sign,"Section 17.40.510 (B) (1) - Illegal Signs - Signs constructed, erected or altered without a permit as required by this article or by the provisions of prior regulations shall be illegal.",CAAZ_SIGN_UNSAILL,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
186,188,1,SIGNVEHP,signs – prohibited (vehicle signs),"Section 17.32.050 (Q) - Prohibited Signs: Signs attached to, suspended from or painted on any motor vehicle, trailer or other equipment in: (2) Nonresidential districts. [Vehicles] regularly parked on the premises shall be confined to the portion of the property behind the front line of the building (when not being loaded).",CAAZ_SIGN_VEHP,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,vehicle,,,,,illegal_business_operationsvehicle
187,189,1,SIGNWND,signs – prohibited - wind,"Section 17.32.050 (O) - Prohibited Signs: Signs, commonly referred to as wind signs, consisting of one or more flags which are not otherwise exempted, pennants, ribbons, spinners, streamers or captive balloons which are less than ten feet in their greatest diameter, or other objects or material fastened in such a manner as to move upon being subjected to pressure by wind.",CAAZ_SIGN_WND,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
188,190,1,STMEM,interior of bldgs – structural members,Section 16.24.350 (B) - Structural Members: All structural members shall be structurally sound and capable of supporting the imposed loads.,CAAH_STMEM,,N,,1.0,2014-07-09 08:03:52.640000,,,,,prop,,,,,,,,,,,,prop
189,191,1,STOPWORK,stop work order posted,"Section 16.04.110 – Violation of Stop Work Order: Upon notice…that work on any building or structure is being done contrary to the provisions of Chapters 16.04 and 16.28 through 16.56, or in a dangerous or unsafe manner, such work shall be immediately stopped. ",CAAH_BLDG_SCOPE,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
190,192,1,TEMPEXPIR,temporary u&o expired,Section 17.04.100 – No Use and Occupancy Issued: Failure to obtain a Final Use & Occupancy Inspection upon the expiration of the Temporary U & O.,CAAB_TEMP_EXPIR,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
191,193,1,TOLRMLOC,toilet rooms – location,"Section 16.24.420 (B) - Toilet Rooms (Location) Toilet rooms and bathrooms serving hotel units, rooming units, or dormitory units, shall have access by traversing not more than one flight of stairs and shall have access from a common hall or passageway.",CAAP_TOLRM_LOC,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
192,194,1,TOLRMPRVC,toilet rooms – privacy,"Section 16.24.420 (A) - Toilet Rooms (Privacy) Toilet rooms and bathrooms shall provide privacy and shall not constitute the only passageway to a hall, other space, or to the exterior. A door and interior locking device shall be provided for all common or shared bathrooms and toilet rooms in a multiple dwelling.",CAAP_TOLRM_PRVC,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
193,195,1,TOLRNLOCEM,toilet rooms – employee toilet facilitie,Section 16.24.420 (C) - Toilet Rooms Toilet facilities for employee use shall have access from within the employees' regular working area. Required toilet facilities shall be located not more than one story above or below the employees' regular working area and the path of travel to such facilities shall not exceed a distance of five hundred feet. Employee facilities shall either be separate facilities or public customer facilities.,CAAP_TOLRN_LOCEMFC,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
194,196,1,TRACTRAIL,tractor-trailer parking,"Section 16.24.330 (K) (7) - Tractor-Trailers: On any residential property containing a single family or two-family home, no tractor-trailer (or portion thereof) shall be stored or parked anywhere on the property.",CAAH_TRAC_TRAILER,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,vehicle,,,,,vehicle
195,197,1,TRASHCANS,trash cans,"Ordinance 89-826 - Trash Cans: Refuse containers are to be placed at curb, street or alley no later than 7:00 a.m. on the scheduled day of collection and removed from the curb by 7:00 p.m. on the day of collection.",CAAH_TRASH_CANS,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,trash,,,,trash
196,198,1,TRUCKCOMM,commercial truck parking,"Section 16.24.330 (K) (6) - Trucks: On any residential property containing a single-family or two-family home, no truck with a maximum axle-load capacity of mre than one and one-half tons shall be stored or parked anywhere on the property.",CAAH_TRUCK,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,vehicle,,,,,vehicle
197,199,1,USENOTPERM,use not permitted,Section 17.08.030 – Use Not Permitted: The use of the property is not in compliance with the applicable provisions of the Metro Zoning Ordinance. -,CAAZ_USE_NOT_PERMIT,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
198,200,1,VACANTBLD,vacant buildings,"Section 16.24.320 – Vacant Buildings and Structures: All vacant buildings, structures, and the premises thereof, shall be maintained in a safe, clean, and sanitary condition as provided herein so as not to cause blight and or otherwise adversely affect the public health, safety, or welfare. ",CAAH_VACANT_BLDINGS,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
199,201,1,VENTBATH,ventilation – bathrooms and toilet rooms,"Section 16.24.390 (B) - Ventilation (Bathrooms) Every bathroom and toilet room shall comply with the ventilation requirements for habitable spaces as required above, except that a window shall not be required in such spaces equipped with a mechanical ventilation system of sufficient capacity to provide at least one complete air change each six minutes. Air exhausted by a mechanical ventilation system from a bathroom or toilet room shall discharge to the outdoors and shall not be re-circulated.",CAAH_VENT_BATH,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
200,202,1,VENTCOOK,ventilation – cooking facilities,"Section 16.24.390 (C) - Ventilation (Cooking Facilities) Unless approved through the certificate of occupancy, cooking shall not be permitted in any rooming unit or dormitory unit, and a cooking facility or appliance shall not be permitted to be present in a rooming unit or dormitory unit.",CAAH_VENT_COOKFAC,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
201,203,1,VENTDRYER,ventilation – clothes dryer exhaust ,Section 16.24.390 (E) - Ventilation (Clothes Dryer Exhaust) Systems to manage exhaust from clothes dryers shall be independent of all other systems and shall be installed in accordance with the manufacturer's instructions.,CAAH_VENT_DRYER,,N,,1.0,2014-07-09 08:03:52.640000,,,,,prop,,,,,,,,,,,,prop
202,204,1,VENTHAB,ventilation – habitable spaces,"Section 16.24.390 (A) - Ventilation (Habitable Spaces) In dwelling units, every habitable space shall have at least one openable window. The total openable area of the window in every room shall be equal to at least forty-five percent of the minimum glazed area required in Section 16.24.380.",CAAH_VENT_HABSPC,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
203,205,1,VENTPROC,ventilation – process ventilation,"Section 16.24.390 (D) - Ventilation (Process) Where injurious, toxic, irritating or noxious fumes, gases, dusts, or mists are generated, a local exhaust ventilation system shall be provided to remove the contaminating agent at the source. Air shall be exhausted to the exterior and not be re-circulated to any interior space.",CAAH_VENT_PROC,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,,,,,,,,,,,misc,misc
204,206,1,WATERCON,water system – contamination ,"Section 16.24.440 (B) - Water System (Contamination) The water supply shall be maintained free from contamination and all water inlets for plumbing fixtures shall be located above the flood-level rim of the fixture. Shampoo basin faucets, janitor sink faucets, and other hose bibs or faucets to which hoses are attached and left in place shall be protected by an approved atmospheric-type vacuum breaker or an approved permanently attached hose connection vacuum breaker.",CAAP_WATER_CONTAM,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
205,207,1,WATERGEN,water system – general,"Section 16.24.440 (A) - Water System (General) Every sink, lavatory, bathtub or shower, drinking fountain, water closet, or other plumbing fixture shall be properly connected to either a public water system or to an approved private water system. All kitchen sinks, lavatories, laundry facilities, bathtubs, and showers shall be supplied with hot or tempered and cold running water in accordance with the plumbing code.",CAAP_WATER_GEN,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
206,208,1,WATERSUP,water – supply,"Section 16.24.440 (C) - Water (Supply) The water supply system shall be installed and maintained to provide a supply of water to plumbing fixtures, devices, and appurtenances in sufficient volume and at pressures adequate to enable the fixtures to function properly, safely, and free from defects and leaks.",CAAP_WATER_SUPPLY,,N,,1.0,2014-07-09 08:03:52.640000,,,,,,water,,,,,,,,,,,water
207,209,1,WATERWTRHT,water – water heating facilities,"Section 16.24.440 (D) - Water (Heating) Water heating facilities shall be properly installed and maintained, and shall provide an adequate amount of water to be drawn at every required sink, lavatory, bathtub, shower, and laundry facility at a temperature of not less than one hundred twenty degrees Fahrenheit. A gas-burning water heater shall not be located in any bathroom, toilet room, bedroom, or other occupied room normally kept closed, unless adequate combustion air is provided. An approved combination temperature and pressure-relief valve and relief valve discharge pipe shall be properly installed and maintained on water heaters.",CAAP_WATER_WTRHEAT,,N,,1.0,2014-07-09 08:03:52.640000,,,,,prop,water,,,,,,,,,,,propwater
208,210,1,SWVIOLPTP,violations - post construction treatment,See SW Code,,,N,,76.0,2014-10-01 06:46:35.093000,,,,,,,,,,,,,,,,misc,misc
209,212,1,SWVIOLWQ,violations for water quality impacts,See SW Code,,,N,,76.0,2014-10-01 06:47:54.507000,,,,,,water,,,,,,,,,,,water
210,213,1,SWENVCRT,environmental court proceedings,See SW Code,,,N,,76.0,2014-10-01 06:48:29.360000,,,,,,,,,,,,,,,,misc,misc
211,214,1,SWVIOLGP,violations - for construction activities,See SW Code,,,N,,76.0,2014-11-24 07:55:45.320000,,,,,,,,,,,,,,,,misc,misc
212,247,1,917,house disrepair,Not Available,,,N,,2.0,1900-01-01 00:00:00,,,,,prop,,,,electrical,illegal_business_operations,,,,,,,propelectricalillegal_business_operations
213,381,1,CAAA_ACCESSORY_STUCT,accessory structures,"Section 16.24.330 - Accessory Structures: All accessory structures, including detached garages, fences and walls, shall be maintained structurally sound, in good repair, and in an otherwise safe, clean and sanitary condition.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,,,misc,misc
