,VIOLATION_ID,VIOLATION_DESC,Unnamed: 14
715,761,VERMIN AND RODENT INFESTATION,
716,762,EXCESS VEGETATION,
717,763,CLEAN AMINAL AREAS,
718,764,SEWAGE ON GROUND,
719,765,IMPROPER MAINT SEWAGE DISPOSAL SYSTEM,
720,766,FAULTY PLUMBING,
721,767,RAT HARBORAGE GARBAGE,
722,768,JUNK TRASH RAT HARBORAGE,
723,769,STAGNANT WATER,
724,770,VERMIN,
725,771,VEGETATION VIOLATION,
726,772,STRP Permit Required,
727,773,Excess Bedrooms,
728,774,Owner Occupied Permit Violation,
729,775,Signage Prohibited,
730,776,Excessive Noise / Waste,
731,777,"RV - Campers, Buses Prohibited",
732,778,Food Provided Prohibited,
733,779,Excess Occupancy,
734,780,Occupancy Time Limits,
735,781,Sales without a permit,
736,782,Off Sale - consume on or near premises,
737,783,On sale required for on premise consume,
738,784,Caterer Permit,
739,785,Special Event - sales on premises,
740,786,Owners convict beer laws moral turpitude,
741,787,Owners incarcerated moral turpitude,
742,788,Supplemental Application Information,
743,789,False statement on application,
744,790,Payment of Privilege Tax,
745,791,BB public place,
746,792,BB invoices and memos,
747,793,BB permit display,
748,794,BB Off Sale permit display,
749,795,BB permit address displayed,
750,796,On sale permit issuance requirements,
751,797,Caterer Advanced Notice of events,
752,798,Caterer location revoked on sale permit,
753,799,Caterer in 100 feet of church or school,
754,800,Liquor sales to under 21,
755,801,BB prohibited drugs on premises,
756,802,BB beverage in excess of 8 percent,
757,803,BB possession under 21,
758,804,BB Employ any person convicted,
759,805,BB Employ any person released,
760,806,BB sell to under 21 years,
761,807,BB sell between 3am-6am,
762,808,BB under 18 loiter,
763,809,BB false statement application,
764,810,BB operate disorderly place,
765,811,BB unlawful passing to minor,
766,812,BB sell for passing to minor,
767,813,BB disorderly conduct,
768,814,BB unauthorized transfer,
769,815,BB sale to intoxicated,
770,816,BB intoxicated loiter,
771,817,BB delivery 11pm-3am,
772,818,BB unauthorized storage,
773,819,BB no sale using food stamps,
774,820,BB gambling or gambling device,
775,821,BB solicitation prostitution,
776,822,BB criminal activity,
777,823,"Detriment public health, safety, morals",
778,824,"Unlawful transport, sell, etc. beer",
779,825,BB wholesaler sales restriction,
780,826,BB purchase unauthorized wholesaler,
781,827,BB retail sales and storage location,
782,828,BB delivery location,
783,829,BB unauthorized resale redelivery,
784,830,BB resale from unauthorized wholesale,
785,831,BB beer permit not returned,
786,832,BB single location,
787,833,BB operating name on application,
788,834,BB cannot transfer to another owner,
789,835,BB same building multiple business,
790,836,BB on and off sales permit,
791,837,BB caterer permit each site,
792,838,BB hotel motel locked in-room,
793,839,BB hotel motel minors,
794,840,BB WMD multiple locations,
795,841,BB WMD contiguous locations,
796,842,BB WMD transport,
797,843,Permit suspension and revocation,
798,844,BB improper attire employ sales,
799,845,BB improper attire employ,
800,846,BB encourage improper touch,
801,847,Devices which simulate improper attire,
802,848,BB Simulation of sexual activity,
803,849,18 inches above and 6 feet from patron,
804,850,BB devices wich simulate sexual activity,
805,851,BB publicly expose genitals or anus,
806,852,"Film, pics, reproductions depicting acts",
807,853,Not Manufacturer and Wholesale Retail,
808,854,Not Wholesale and Manufacturer Retail,
809,855,Operating without county city permit,
810,856,Permits to citizen legal resident,
811,857,Permit to business owner,
812,858,Cannot transfer ownership,
813,859,Permit for single location only,
814,860,Business Name same as Permit Name,
815,861,Two businesses one location one permit,
816,862,On Sale Off Sale one permit,
817,863,Return within 15 days of termination,
818,864,"No valid cert to sell, dist, manufacture",
819,865,Resale cert not displayed distributed,
820,866,"Sales near schools, churches",
821,867,No sales to minors,
822,868,Law violations by owners in past 10 yrs,
823,869,Employee law violations in past 10 yrs,
824,870,Onsale permit for on premise consumption,
825,871,False statement on application,
826,872,Hotel motel locked in room units,
827,873,Hotel motel no under 21 get keys,
828,874,Bond required,
829,875,Bond rider required,
830,876,Bond revocation,
831,877,Homemade Beer Compensation,
832,878,Homemade Beer Sales,
833,879,Homemade Beer exceed gallon limit,
834,880,Homemade Beer not identified as homemade,
835,881,Homemade Beer Exhibition,
836,882,Homemade Beer Contests,
837,883,Homemade Beer Contest Fees,
838,884,Homemade Beer Storage on permitted site,
839,885,Flavored Beer labeling,
840,886,Indicating flavored beer product,
841,887,Purchase from unauthorized seller,
842,888,Invoice and memoranda keeping,
843,889,Documentation kept for 2 years,
844,890,Failure to permit inspection,
845,891,State law requires ID for sale of beer,
846,892,Sales between 12-6,
847,893,Minors loitering,
848,894,Vendor under 21 sign posted,
849,895,Only 1 outdoor sign,
850,896,Beer stored at other address,
851,897,Wholesaler transfer written notice,
852,898,Wholesale transfer without approval,
853,899,Supplier coerce wholesaler agreement,
854,900,Supplier coerce delivery,
855,901,Supplier withhold delivery,
856,902,Supplier cannot require brand sales,
857,903,Suppler require conditions or limits,
858,904,Suppler require financial information,
859,905,Supplier require advertising,
860,906,Supplier require termination,
861,907,Supplier retailatory action,
862,908,Supplier threaten cancel credit,
863,909,Wholesaler written notice,
864,910,Wholesaler transfer supplier consent,
865,911,Written consent required,
866,912,Wholesaler transfer to felony conviction,
867,913,Wholesale transfer to revoked suspended,
868,914,Wholesaler transfer bankruptcy,
869,915,Wholesaler previous agreement cancelled,
870,916,Supplier unreasonable delay transfer,
871,917,Supplier delay consent to transfer,
872,918,Responsbile Vendor clerk serve minor,
873,919,Revoke Responsible Vendor,
874,920,Revoke Res Vendor 2 violations 12 months,
875,927,Failure to pay,
876,928,Failure to pay,
877,929,Possession of Contraband,
878,930,Dist exempt not meet reqmts,
879,931,Application false statement,
880,932,Draft Beer Keg,
881,933,Distance,
882,934,Distance,
883,935,Post laws and regulations,
884,936,Temp License Allowed,
885,937,Commercially sealed containers,
886,938,"Under 18 transport, sell, dispense",
887,939,No drive-through service,
888,940,Special Event bonafide charity political,
889,941,All owners and partners,
890,942,No delivery,
891,943,Permittee responsible,
892,944,Lease or Ownership required,
893,945,All applicants over 21,
894,946,Ascertaining age,
896,947,Special Event Approvals,
903,948,Payment Types Accepted,
904,949,Crimes of moral turpitude,
906,950,Health Department,
907,951,Fire Marshal,
909,952,Surrender permits,
910,953,Complaints filed in writing,
911,954,Old or New Location,
912,955,Applications 10 days prior,
915,956,Cannot surrender to avoid penalties,
916,957,Cannot temporary permits with complaints,
918,959,Grandfathered,
921,960,Expanded premises,
922,961,Caterer Permits,
923,962,Standard penalties,
925,963,Past violations considered,
926,964,LLC equals corporation,
927,965,No motions for reconsideration,
928,966,Special Event Permits,
929,967,Suspension Rules,
930,968,Deny permit after 6 months,
932,969,No permit issued with complaints,
933,970,Sports Authority Facilities,
